VESSEL_SEQ,VESSEL_CODE,NAME,PERMIT,ADFG_NUMBER,COAST_GUARD_NUMBER,LENGTH,COMMUNICATION_CODE,IGNORE_AUTOSYNC,AKR_PERSON_ID,RMD_ACTION,RMD_CHANGED_BY,RMD_CHANGE_COMMENT,RMD_TS_CHANGED,FFP_STATUS,IFQ_CDQ_LANDING,AKR_VESSEL_ID,VESSEL_CONTACT_SEQ
3146,61488,KRISTINE,13241,61488,960620,39,0,N,11535,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13241,
3376,61491,LIL ANNIE,4666,61491,972224,43,0,N,1762,U,NORPAC,,07-Jan-15,,,4666,
6486,61495,NONE,13242,61495,,17,0,N,26701,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13242,
6480,61497,UNNAMED,18085,61497,,18,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,18085,
841,61504,QUINNAT,23416,61504,972715,36,0,N,,U,martin.park,Synchronize NAME with NAME in v_vessel.,22-Aug-12,A,,23416,
1036,61515,CARON,18999,61515,972640,40,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,18999,
4866,61518,PRIMUS,4226,61518,969964,58,2,N,33563,U,NORPAC,,15-Feb-13,A,,4226,688
3923,6152,MISS CAROLYN,5810,6152,524561,38,0,N,2271,U,NORPAC,,07-Jan-15,,,5810,
6774,61520,X-TA-SEA,17121,61520,952374,40,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,17121,
3987,61521,MISS PRIS,4423,61521,917709,65,0,N,1052,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,4423,
2638,61522,JAMM'N SALM'N,23701,61522,972844,33,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,23701,
1399,61525,DA HAWAIIAN,13245,61525,,28,0,N,11538,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13245,
1005,61533,CARMELITA,13246,61533,,27,0,N,24371,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13246,
5301,61540,SANDRA L,4221,61540,256941,46,0,N,36307,U,NORPAC,,06-Jan-15,,,4221,639
2529,61541,KALISTI JO,4922,61541,972790,42,0,N,820,U,NORPAC,,07-Jan-15,,,4922,
3859,61543,MID JET,27662,61543,,16,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,27662,
5774,61547,AVERY TAYLOR,28926,61547,964274,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,28926,
2510,61549,INLET BEAUTY,5559,61549,972445,38,0,N,1594,U,NORPAC,,07-Jan-15,,,5559,
2247,61550,GYPSY LADY,10092,61550,972443,56,0,N,8487,U,NORPAC,,07-Jan-15,,,10092,
262,61554,AMANDA J,6234,61554,,25,0,N,3072,U,NORPAC,,07-Jan-15,,,6234,
4434,61558,NORTON VENTURE,19534,61558,,28,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,19534,
2156,61559,GOLDEN HIND,4908,61559,252431,37,0,N,9133,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4908,
887,61563,BULL MOOSE,22773,61563,,24,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,22773,
6007,61564,UNNAMED,18377,61564,,25,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,18377,
1476,61565,DEBRA D,5434,61565,643920,101,0,N,829,U,GCAMPBELL,,02-Nov-17,X,,5434,
1643,61568,DOUBLE TROUBLE,18315,61568,972890,52,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,18315,
2513,61572,INLET THUNDER,24365,61572,,37,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,24365,
5676,61579,GAR CON,24944,61579,975062,39,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,24944,
4575,61580,OSPREY II,23252,61580,,25,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,23252,
3506,61581,LORNA INGRID,18767,61581,973530,46,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,18767,
4074,61588,MORNING LIGHT,13252,61588,970997,46,0,N,81318,U,NORPAC,,07-Jan-15,,,13252,1511
4397,61590,NORTHERN FURY,23039,61590,972590,32,0,N,1969,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,V,,23039,
6606,61593,VIS,4281,61593,973035,58,0,N,28579,U,NORPAC,,08-Oct-19,A,,4281,4447
5777,61594,SKYWALKER,5526,61594,,24,0,N,2154,U,NORPAC,,07-Jan-15,,,5526,
5966,61598,STILL WATER,4478,61598,971677,35,0,N,29506,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,4478,
2260,61599,CALLIE ANN,22916,61599,967858,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,22916,
3776,61600,SALMON BARRY,13253,61600,966369,54,0,N,,U,NORPAC,,07-Jan-15,,,13253,
3773,61606,MEGA SEA,4149,61606,970405,50,0,N,11546,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4149,
317,61610,ANDI,30342,61610,,18,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,30342,
4801,61611,PINNACLE,5857,61611,978410,156,0,N,199,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,5857,
3611,61613,MAKI,19883,61613,,20,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,19883,
1174,61617,CHIPPEWA,7218,61617,973720,44,0,N,12964,U,NORPAC,,07-Jan-15,,,7218,
1510,61619,DELTA SOUND,16792,61619,,30,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,16792,
4968,61620,RAIDER,20140,61620,,24,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,20140,
3271,61621,LADY SAMANTHA,15045,61621,971327,51,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,15045,
3527,61622,LUCINDA ROSE,31862,61622,950757,40,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,31862,
1372,61624,CRYSTAL A,21044,61624,,25,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,21044,
3651,61628,MARGANN,23799,61628,,25,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,23799,
3245,6163,LADY LENA,2514,6163,595311,42,0,N,10391,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2514,
256,61634,ALYSA JUNE,11843,61634,973409,58,2,N,11968,U,NORPAC,,23-Aug-16,,,11843,1689
644,61652,AVALON,5948,61652,972789,42,0,N,1332,U,NORPAC,,07-Jan-15,,,5948,
6259,61657,SKJ,13259,61657,,30,0,N,11550,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13259,
4415,61658,NORTHERN SPIRIT,4475,61658,970225,56,0,N,8919,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4475,
100383,61661,ISANOTSKI,16340,61661,973897,32,0,N,25031,U,GCAMPBELL,,02-Nov-17,A,,16340,
5048,61664,REDDOG TOO,25928,61664,,25,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,25928,
272,61666,AMBER KIAH,22784,61666,973332,32,0,N,23692,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,22784,
1330,61667,CORAL LEE,4222,61667,972845,57,2,N,1965,U,NORPAC,,16-Jul-13,A,,4222,1174
5743,61668,SITKA SECRET,13262,61668,,26,0,N,11553,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13262,
4901,61669,PROVIDER,13263,61669,658263,45,0,N,11554,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13263,
4206,61671,NAUTILUS,4220,61671,249175,50,0,N,27127,U,NORPAC,,07-Jan-15,,,4220,990
3994,61673,MISS SONJA,4788,61673,972446,43,0,N,11555,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,,,4788,1734
5227,61674,RUNNING BEAR,13265,61674,,32,0,N,10931,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13265,
1830,61679,EQUINOX,4208,61679,972239,58,2,N,543,U,NORPAC,,15-Jan-13,A,,4208,651
5669,61683,SILENCE,21025,61683,971838,41,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,21025,
4649,61688,DEVYN NICOLE,1415,61688,520068,47,2,N,1328,U,NORPAC,,07-Jan-15,,,1415,1111
6094,61689,SYLVIA STAR,4211,61689,965562,58,2,N,81312,U,NORPAC,,18-Jan-13,A,,4211,1112
4203,61694,NAUTI LADY,16700,61694,580493,49,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,16700,
920,61719,CAIL I,15722,61719,,15,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,15722,
1885,61721,EXCITER,4303,61721,971837,41,0,N,706,U,NORPAC,,07-Jan-15,,,4303,
4230,61732,NERKA,16319,61732,973499,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,16319,
2524,61743,INTREPID,4327,61743,973336,43,2,N,2313,U,GCAMPBELL,,14-Mar-18,A,,4327,1223
4118,61752,MUD HEN,17947,61752,974220,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,17947,
101745,61758,ASSURANCE,13273,61758,973770,55,0,N,,I,GCAMPBELL,,29-Mar-17,,,13273,
5033,61769,REBOX,21265,61769,,21,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,21265,
732,61777,BLUE CHIP II,26071,61777,973082,42,2,N,12184,U,NORPAC,,23-Jun-14,A,,26071,1362
738,61781,BLUE EAGLE III,22976,61781,,29,0,N,29056,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,22976,
829,61783,BREAKERS EDGE,6070,61783,973969,58,2,N,81939,U,NORPAC,,05-Sep-13,A,,6070,697
2565,61791,ISLAND MIST,10491,61791,973478,124,0,N,38949,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,10491,
2731,61794,JETSAM,20736,61794,,28,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,20736,
5184,61800,ALLEGIANCE,4727,61800,974255,47,2,N,37547,U,NORPAC,,07-Feb-19,A,,4727,1232
278,61801,AMBITION,4491,61801,975020,43,2,N,82805,U,NORPAC,,25-Aug-14,A,,4491,1224
5664,61802,SIERRA MAR,4315,61802,971950,58,2,N,1772,U,NORPAC,,19-Aug-13,A,,4315,319
5110,6181,RIPPLE,10100,6181,249870,38,0,N,8495,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,10100,
6422,61815,TUPILLUK,20349,61815,,28,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,20349,
4683,61822,PASSING STORM,17002,61822,973966,38,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,17002,
1991,61831,FLY-BY-NIGHT,5816,61831,,28,0,N,873,U,NORPAC,,07-Jan-15,,,5816,
3948,61833,MISS GINGER,13275,61833,972962,30,0,N,11565,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13275,
2456,61837,ICELANDER,19615,61837,507300,47,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,19615,
1880,61838,EXCEL,25071,61838,969179,37,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,25071,
4324,61843,NOLA RAE,23888,61843,970031,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,23888,
2834,61848,JULIE MARIE,4466,61848,614648,37,0,N,9419,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4466,
392,61856,ANTHONY A,14077,61856,1068457,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,14077,
375,61858,ANNE MARIE,10871,61858,550091,29,0,N,9202,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,10871,
4800,61863,KELS MARIE,13276,61863,,26,0,N,11267,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13276,
6714,61866,WILD CHERRY,17624,61866,933210,37,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,17624,
2660,61874,STINGRAY,25442,61874,974373,34,0,N,11802,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,25442,
2719,61888,JESSICA C,10053,61888,557834,31,0,N,8447,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,10053,
4716,61892,PATTY A,4592,61892,,32,0,N,11566,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4592,
1126,61896,CHARLIE R II,21493,61896,,24,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,21493,
5148,61898,ROCKFISH,23477,61898,,22,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,23477,
921,61906,NATIVE SUN,16231,61906,611548,81,0,N,,U,GCAMPBELL,,02-Nov-17,A,,16231,4359
4551,61916,OOYUAN J,24440,61916,,26,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,24440,
4331,61921,NORA C,4754,61921,515021,34,0,N,1655,U,NORPAC,,16-Aug-19,,,4754,1094
1380,61926,CS-2,15784,61926,,25,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,15784,
6766,61927,WOLFEEL,4653,61927,974895,30,0,N,10026,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4653,
1392,61933,CYGNET,4484,61933,947991,72,0,N,11568,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4484,
662,61960,BERNADINE,13282,61960,,26,0,N,11571,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13282,
5834,61967,SONNY ERIC,23631,61967,,22,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,23631,
500,61969,ATHENA,25315,61969,,22,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,25315,
5366,61989,SEA BEAR,17072,61989,972987,50,0,N,,U,martin.park,"Update PERMIT, AKR_VESSEL_ID, and FFP_STATUS for ffp vessel records found in landing data (2008~2012)",15-Aug-12,A,,17072,
5564,61997,SHADOWFAX,15007,61997,971676,53,0,N,27543,U,NORPAC,,07-Jan-15,,,15007,
5370,62,SEA CLIPPER,13568,62,553396,82,0,N,39028,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,13568,
1221,62000,CINDY B,23664,62000,,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,23664,
5456,62001,SILVER STORM,4489,62001,643705,58,2,N,49625,U,NORPAC,,23-Aug-19,A,,4489,1525
342,62007,ANGELA LYNN,26146,62007,391847,72,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,26146,
100161,62009,LITTLE TRACE,16582,62009,974479,34,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,16582,
5587,62010,SHARI MARIE,13284,62010,,36,0,N,11573,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13284,
348,62031,SOULMATE,13285,62031,973960,48,2,N,45297,U,GCAMPBELL,,09-Feb-18,A,,13285,4387
6609,62062,VIVIAN,5177,62062,693222,31,0,N,9959,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,5177,
5529,62073,SEEKER,4368,62073,968112,29,0,N,9937,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4368,
1881,62077,EXCELL,5285,62077,972241,44,0,N,2019,U,NORPAC,,07-Jan-15,,,5285,
4298,62079,NILE III,4457,62079,243434,45,0,N,763,U,NORPAC,,07-Jan-15,,,4457,
3263,62085,LADY NINA,25230,62085,974712,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,25230,
2238,62086,GUSTO,19371,62086,672697,34,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,19371,
6696,62087,KORTNEY RACHELL,11444,62087,563027,29,0,N,9729,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,11444,
4446,62088,NUMBUTT II,13287,62088,,18,0,N,11576,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13287,
101759,62109,CRYSTALEEN,4953,62109,,43,0,E,,U,NORPAC,,16-Oct-18,,,4953,
3118,62117,KORA LYNN,18990,62117,,18,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,18990,
6531,6212,VANESA S,11925,6212,526713,40,0,N,10393,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,11925,
1161,62147,CHIEF JOSEPH,13289,62147,248229,44,0,N,11578,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13289,
5292,62148,SANDRA,4974,62148,252717,37,0,N,8539,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4974,
6136,6215,BREANNA HOLLY,2568,6215,525638,41,0,N,38145,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,2568,
6412,62153,TUESDAY,19130,62153,974898,27,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,19130,
2338,62168,HEIDI J,18103,62168,,26,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,18103,
2938,62170,KATHY ANN,23315,62170,241839,31,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,23315,
4124,62175,MUKLUK C AND B,14926,62175,,24,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,14926,
1877,62176,EXCALIBUR,5722,62176,974483,37,0,N,955,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,5722,
1979,62177,FIVE O,17829,62177,,29,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,17829,
2820,62205,JULIA K,22941,62205,,24,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,22941,
4867,6222,PRIMUS,2071,6222,229527,72,0,N,834,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,2071,
2675,62234,JEANNE MARIE,19962,62234,,21,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,19962,
6103,62267,T- SPOON 2,23488,62267,,18,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,23488,
3641,62288,MARAUDER,4521,62288,975597,58,2,N,1698,U,NORPAC,,16-Jan-13,A,,4521,1459
5042,62296,RED HEAD,5930,62296,975227,34,0,N,1722,U,NORPAC,,07-Jan-15,,,5930,
3603,62297,MAILLE,13291,62297,534191,32,0,N,11580,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13291,
100438,62304,ISABELLE,4522,62304,971505,57,2,N,11581,U,NORPAC,,06-Jan-15,,,4522,1589
5072,62327,RENEGADE,6121,62327,975709,43,2,N,2871,U,NORPAC,,09-Mar-15,A,,6121,967
5065,62333,RELENTLESS,7192,62333,,27,0,N,12875,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,7192,
453,62335,ARCTIC WARRIOR,19780,62335,973719,43,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,19780,
2549,62338,ISADORE T II,19149,62338,,24,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,19149,
243,62339,ALPINE LADY,5633,62339,974410,38,0,N,2466,U,NORPAC,,07-Jan-15,,,5633,
3076,62342,KIRSTEN MARIE,24330,62342,973532,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,24330,
5063,62343,REIVER,4304,62343,960328,58,2,N,97577,U,NORPAC,,21-Oct-13,A,,4304,4200
20,62352,ABUNDANCE,4843,62352,612832,50,0,N,8792,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4843,
3261,62373,LADY MICHELLE,13298,62373,542997,58,0,N,11587,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13298,
1624,62390,DORINDA LEE,5088,62390,975349,44,0,N,49687,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,5088,
4262,624,NEW STRANGER,2116,624,257811,39,0,N,9454,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,2116,
2086,62409,GAYLA,4994,62409,655522,58,0,N,545,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,4994,
3626,62422,MANX,17233,62422,,16,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,17233,
4117,62428,MS SAM,4626,62428,972592,52,2,N,29804,U,NORPAC,,23-Jun-14,A,,4626,614
2636,6243,JAMIE RENEE,1083,6243,524800,38,0,N,11970,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,1083,
3601,62434,MAIDEN RUN,20411,62434,,19,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,20411,
6556,62439,VESTIGE,4927,62439,981578,32,0,N,12872,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,4927,
5640,62462,WILD WEST,23729,62462,,27,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,23729,
6605,62465,VIRGINIA LEE,17525,62465,,22,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,17525,
5501,62482,SEAFOOD,,62482,,18,0,N,,U,NORPAC,Not Found in V_VESSEL@AKR1 but exist in atl_offload or domestic_port.,24-Aug-12,,,,
3509,62492,LORVON,,62492,246318,48,0,N,,U,NORPAC,Not Found in V_VESSEL@AKR1 but exist in atl_offload or domestic_port.,24-Aug-12,,,,
415,62505,AQUILA,4670,62505,536823,165,0,N,12803,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4670,
1961,62512,FIRST EDITION,10660,62512,638696,30,0,N,9006,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,10660,
5022,62518,REBECCA,13305,62518,254845,47,0,N,1903,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13305,
5796,62524,SNOOSE,13307,62524,,24,0,N,11595,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13307,
2518,62529,INTEGRITY,25289,62529,949112,56,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,25289,
98,62537,ALASKA DAWN,4615,62537,978517,90,0,N,2608,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,4615,
6663,62546,WEBBSLINGER II,5146,62546,973679,32,0,N,51385,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,5146,
1724,62548,EASTERN WIND,4094,62548,964583,195,0,N,8184,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,4094,
1259,62549,COASTAL NAVIGATOR,4296,62549,969815,261,0,N,128,U,GCAMPBELL,,02-Nov-17,A,,4296,
5625,62565,SHELTER,4886,62565,,47,0,N,11598,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4886,
2296,62566,HARDY,15341,62566,950243,36,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,15341,
4532,62570,OLIVUS,13312,62570,241441,36,0,N,11599,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,13312,
6117,62580,TALIA,4678,62580,973296,58,2,N,11339,U,NORPAC,,12-Sep-16,A,,4678,961
100385,62608,ERICA RENEE,13313,62608,502555,51,2,N,38340,U,GCAMPBELL,,02-Nov-17,A,,13313,624
2898,62612,KAREN KAY,13314,62612,973777,52,0,N,308,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,13314,1034
