"CATCH_REPORT_TYPE_CODE","YEAR","EL_REPORT_ID","TRIP_TARGET_DATE","LANDING_DATE","PORT_CODE","PROCESSING_SECTOR","CATCHER_VESSEL_ID","MANAGEMENT_PROGRAM_CODE","AGENCY_GEAR_CODE","ADFG_STAT_AREA_CODE","REPORTING_AREA_CODE","ESTIMATED_COUNT","RATE_PRECEDENCE","RATE","RETAINED_GF_WEIGHT","TOTAL_GF_BASIS_WEIGHT","MANUAL_CALC_EXAMPLE"
"OBS",2018,,"7/21/2018",,,"M",3373,"OA","NPT","815136","542",0,50,0,34.1068204,35.96519,0
"OBS",2018,,"9/1/2018",,,"CP",3835,"CDQ","NPT","715202","541",0,50,0,21.92654,22.06634,0
"OBS",2018,,"7/14/2018",,,"CP",3835,"A80","NPT","825201","542",0,50,0,26.31385,26.31385,0
"OBS",2018,,"3/31/2018",,,"CP",34017,"A80","NPT","725130","541",0,50,0,22.76291,22.76667,0
"OBS",2018,,"8/18/2018",,,"CP",3835,"A80","NPT","725201","541",0.85256774150647,50,0.1073403295,7.84416,7.94266,0.85256774150647
"OBS",2018,,"7/21/2018",,,"CP",2123,"OA","PTR","415900","640",0,50,0,0.78097,0.79483,0
"ELLR",2018,4599595,"8/30/2018","8/31/2018","SPT","S",4614,"OA","PTR","605504","610",9.327813292163338852,40,0.0906931465,102.850255528,102.850255528,9.327813292163338852
"OBS",2018,,"8/4/2018",,,"CP",4093,"A80","NPT","845130","543",0,50,0,23.58583,23.68,0
"ELLR",2018,4000356,"3/12/2018","3/13/2018","KOD","S",32761,"OA","PTR","545732","620",0.93156321754168040304,40,0.0088638138,103.6095691554,105.0973360408,0.93156321754168040304
"OBS",2018,,"8/25/2018",,,"CP",34249,"A80","NPT","865203","543",0,50,0,18.3474333,20.49367,0
"ELLR",2018,4619926,"10/15/2018","10/18/2018","KOD","S",1571,"OA","NPT","515730","630",7.05090495231570300803,40,0.5321484419,10.9909689465,13.2498836737,7.05090495231570300803
"OBS",2018,,"8/4/2018",,,"CP",3819,"RPP","NPT","495730","630",0,50,0,52.051,52.051,0
"OBS",2018,,"4/7/2018",,,"CP",4093,"A80","NPT","845130","543",1.440931115193521,50,0.0512790341,27.969642,28.09981,1.440931115193521
"OBS",2018,,"8/4/2018",,,"CP",34249,"A80","NPT","815131","542",0,50,0,16.2564534,16.70431,0
"ELLR",2018,4600448,"8/30/2018","8/31/2018","AKU","S",4131,"OA","PTR","655330","610",6.0537444914009759146,40,0.0906931465,66.7497459844,66.7497459844,6.0537444914009759146
"ELLR",2018,3995978,"2/19/2018","2/21/2018","KOD","S",4506,"OA","PTR","555701","620",17.9441659670366558986,40,0.131268374,134.8176313961,136.6983182639,17.9441659670366558986
"ELLR",2018,4619389,"10/12/2018","10/14/2018","KOD","S",519,"OA","PTR","515700","630",0,50,0,125.8809545224,127.1760934747,0
"OBS",2018,,"3/31/2018",,,"CP",4635,"A80","NPT","715130","541",0,50,0,9.389,9.389,0
"OBS",2018,,"4/21/2018",,,"CP",4093,"A80","NPT","715202","541",4.518081625793336,50,0.1669559443,26.98568,27.06152,4.518081625793336
"OBS",2018,,"7/28/2018",,,"CP",3835,"A80","NPT","825201","542",0,50,0,32.31724,32.50481,0
"OBS",2018,,"3/10/2018",,,"CP",34017,"A80","NPT","845202","543",0,50,0,21.959,21.959,0
"OBS",2018,,"8/18/2018",,,"CP",34249,"A80","NPT","855200","543",5.388632255768832,50,0.1557249741,33.9012918,34.60352,5.388632255768832
"OBS",2018,,"3/24/2018",,,"CP",4093,"A80","NPT","795230","542",0,50,0,16.2512,16.253,0
"ELLR",2018,3991973,"2/1/2018","2/1/2018","KOD","S",2579,"OA","PTR","525703","630",0.98817078197058002992,40,0.0587589296,16.7393728224,16.8173720777,0.98817078197058002992
"OBS",2018,,"3/17/2018",,,"CP",2134,"A80","NPT","795230","542",0,50,0,52.24004,52.35715,0
"OBS",2018,,"10/20/2018",,,"CP",3819,"A80","NPT","715202","541",0,50,0,20.0057238,22.17461,0
"OBS",2018,,"3/31/2018",,,"CP",3819,"A80","NPT","795200","542",0,50,0,23.69465,24.10499,0
"ELLR",2018,4037282,"5/20/2018","5/22/2018","KOD","S",3402,"OA","NPT","535632","630",0,40,0,4.4880095345,4.6976761955,0
"ELLR",2018,4622034,"10/29/2018","10/31/2018","KOD","S",1674,"RPP","NPT","515630","630",0,50,0,7.8270856106,9.7412794474,0
"ELLR",2018,4618804,"10/8/2018","10/10/2018","KOD","S",5137,"OA","PTR","515700","630",1.295797569896905245,40,0.035001975,36.6436864066,37.0206986862,1.295797569896905245
"ELLR",2018,4000587,"3/13/2018","3/14/2018","KOD","S",993,"OA","PTR","545732","620",1.1297232962410036428,40,0.0088638138,125.6491688211,127.453410206,1.1297232962410036428
"OBS",2018,,"3/31/2018",,,"CP",4093,"A80","NPT","845202","543",0,50,0,14.7358263,16.28628,0
"OBS",2018,,"10/27/2018",,,"M",3373,"OA","NPT","725201","541",0,50,0,13.4539119,13.58981,0
"ELLR",2018,4618801,"10/9/2018","10/11/2018","KOD","S",2142,"OA","PTR","515730","630",2.19655244012137344278,40,0.1541178646,13.9756345121,14.2524193793,2.19655244012137344278
"OBS",2018,,"11/10/2018",,,"CP",34249,"A80","NPT","715202","541",0,50,0,26.1559666,26.71718,0
"OBS",2018,,"8/25/2018",,,"CP",3835,"A80","NPT","715202","541",0,50,0,7.19261,7.29686,0
"OBS",2018,,"6/30/2018",,,"CP",661,"CDQ","NPT","735230","541",0,50,0,13.7761668,13.9451,0
"OBS",2018,,"3/10/2018",,,"CP",3835,"A80","NPT","715202","541",0,50,0,19.6420899,19.82225,0
"OBS",2018,,"8/11/2018",,,"CP",34249,"A80","NPT","795200","542",0,50,0,17.9216715,18.73751,0
"OBS",2018,,"3/10/2018",,,"CP",34017,"A80","NPT","845202","543",0,50,0,38.047,38.047,0
"ELLR",2018,4001132,"3/15/2018","3/16/2018","KOD","S",7079,"OA","PTR","545732","620",0.95417734082773454658,40,0.0088638138,106.124738847,107.6486219541,0.95417734082773454658
"OBS",2018,,"8/25/2018",,,"CP",3423,"A80","NPT","725201","541",0,50,0,13.2539918,13.52222,0
"OBS",2018,,"3/3/2018",,,"CP",3835,"A80","NPT","715202","541",0,50,0,9.9253332,10.00841,0
"OBS",2018,,"4/14/2018",,,"CP",4093,"A80","NPT","835200","543",0,50,0,63.860098,64.0693,0
"OBS",2018,,"4/14/2018",,,"CP",2123,"OA","NPT","565534","620",0,50,0,7.6147074,9.36117,0
"OBS",2018,,"3/3/2018",,,"CP",2134,"A80","NPT","715202","541",0,50,0,2.3318395,2.49067,0
"OBS",2018,,"8/11/2018",,,"CP",34249,"CDQ","NPT","795230","542",0,50,0,32.390955,33.40182,0
"OBS",2018,,"2/3/2018",,,"CP",3835,"A80","NPT","725201","541",0,50,0,32.2577405,32.77571,0
"OBS",2018,,"3/10/2018",,,"CP",34249,"A80","NPT","725201","541",1.65159779046484,50,0.0910292219,18.1436,18.1436,1.65159779046484
"OBS",2018,,"7/21/2018",,,"CP",4093,"OA","NPT","695200","610",0,50,0,30.129745,30.27017,0
"OBS",2018,,"9/8/2018",,,"M",11770,"OA","NPT","725201","541",1.280327247918693,50,0.1085504209,11.4616094,11.79477,1.280327247918693
"OBS",2018,,"9/15/2018",,,"CP",34249,"A80","NPT","715202","541",17.821065332692838,50,0.7722696929,22.6827117,23.07622,17.821065332692838
"ELLR",2018,4619610,"10/15/2018","10/17/2018","KOD","S",1191,"OA","NPT","515700","630",2.07955926050606312424,50,0.0258674287,72.9040872607,80.3929638552,2.07955926050606312424
"OBS",2018,,"3/31/2018",,,"CP",4635,"A80","NPT","715202","541",0,50,0,30.7247724,30.99326,0
"ELLR",2018,4000749,"3/14/2018","3/15/2018","KOD","S",1868,"OA","PTR","545732","620",0,50,0,127.1578170439,128.9837216486,0
"OBS",2018,,"7/28/2018",,,"CP",3819,"RPP","NPT","495730","630",0,50,0,29.70567,29.70567,0
"ELLR",2018,4559929,"9/2/2018","9/2/2018","KCO","S",4212,"OA","PTR","605431","610",0,50,0,52.7133300948,52.7207887727,0
"OBS",2018,,"8/25/2018",,,"CP",4093,"A80","NPT","825201","542",0,50,0,28.24625,29.31614,0
"ELLR",2018,4039368,"5/22/2018","5/25/2018","KOD","S",405,"RPP","NPT","515700","630",0,50,0,1.5938510133,1.6152431625,0
"ELLR",2018,4602226,"8/30/2018","9/2/2018","KOD","S",1482,"OA","PTR","555600","620",3.59240308523768501442,40,0.0449242982,77.1049422769,79.9657029531,3.59240308523768501442
"OBS",2018,,"3/10/2018",,,"CP",34249,"A80","NPT","715202","541",1.620589596316824,50,0.0910292219,17.377259,17.80296,1.620589596316824
"OBS",2018,,"7/21/2018",,,"CP",2733,"A80","NPT","805103","542",0,50,0,24.9379294,26.7108,0
"OBS",2018,,"3/17/2018",,,"CP",3423,"A80","NPT","825201","542",0,50,0,62.2964,62.62799,0
"OBS",2018,,"10/20/2018",,,"CP",4092,"A80","NPT","725201","541",0,50,0,22.2377013,22.46379,0
"ELLR",2018,3994885,"2/13/2018","2/15/2018","KOD","S",1571,"OA","PTR","525703","630",2.01657510765828521144,50,0.0459097036,43.7210881557,43.9248121754,2.01657510765828521144
"ELLR",2018,4621372,"10/26/2018","10/27/2018","KOD","S",34939,"OA","NPT","535802","630",0,50,0,26.5515847971,32.5606715707,0
"OBS",2018,,"6/23/2018",,,"CP",2123,"OA","NPT","555500","620",0,50,0,8.9833194,9.25233,0
"OBS",2018,,"9/29/2018",,,"CP",3819,"A80","NPT","805103","542",0,50,0,19.2183774,20.38602,0
"ELLR",2018,3997316,"2/26/2018","2/27/2018","KOD","S",4989,"SMO","PTR","476007","649",9.3748530347190667047,25,0.0731607306,126.6561438825,128.1405059495,9.3748530347190667047
"OBS",2018,,"2/17/2018",,,"CP",3835,"A80","NPT","855200","543",0,50,0,31.2163496,31.38165,0
"OBS",2018,,"8/11/2018",,,"CP",4093,"A80","NPT","875232","543",0,50,0,8.426,8.426,0
"OBS",2018,,"2/3/2018",,,"CP",661,"CDQ","NPT","725201","541",0,50,0,26.151444,26.4156,0
"OBS",2018,,"9/29/2018",,,"CP",3819,"A80","NPT","795102","542",0,50,0,11.1091605,11.67189,0
"OBS",2018,,"6/16/2018",,,"CP",34249,"A80","NPT","705232","541",0,50,0,19.804158,20.36049,0
"ELLR",2018,4038083,"5/19/2018","5/23/2018","KOD","S",2142,"RPP","NPT","505700","630",30.60034321521306012723,50,1.6122236649,18.6832882832,18.9802096827,30.60034321521306012723
"OBS",2018,,"3/10/2018",,,"CP",34249,"A80","NPT","725201","541",3.408586483168843,50,0.0910292219,37.02416,37.44497,3.408586483168843
"OBS",2018,,"6/16/2018",,,"CP",2123,"OA","NPT","565534","620",0,50,0,4.5330912,5.19764,0
"OBS",2018,,"8/4/2018",,,"CP",2800,"RPP","NPT","555600","620",0,50,0,13.41731,15.06112,0
"OBS",2018,,"8/18/2018",,,"CP",3819,"RPP","NPT","515700","630",0,50,0,61.3153,61.3312,0
"OBS",2018,,"6/30/2018",,,"CP",3835,"A80","NPT","845130","543",0,50,0,22.92216,22.98788,0
"OBS",2018,,"6/30/2018",,,"CP",1879,"OA","NPT","555630","620",0,50,0,14.797111,15.85143,0
"OBS",2018,,"7/21/2018",,,"CP",3819,"RPP","NPT","555500","620",0,50,0,14.51027,14.55951,0
"ELLR",2018,3991548,"1/29/2018","1/30/2018","KOD","S",825,"OA","PTR","535706","630",3.57961545448227214144,40,0.0587589296,60.6378155948,60.9203652764,3.57961545448227214144
"OBS",2018,,"9/22/2018",,,"CP",367,"OA","NPT","525702","630",0,50,0,7.8181990105,7.9220010995,0
"ELLR",2018,4620745,"10/22/2018","10/22/2018","KOD","S",405,"OA","PTR","525702","630",5.06776186383949423616,40,0.2554977686,19.4173821749,19.8348576256,5.06776186383949423616
"OBS",2018,,"7/28/2018",,,"CP",2733,"CDQ","NPT","855200","543",0,50,0,11.1785069,11.69108,0
"ELLR",2018,4010000,"4/15/2018","4/19/2018","KOD","S",4037,"OA","NPT","535802","630",0,40,0,43.31089717,47.3405172554,0
"OBS",2018,,"9/1/2018",,,"M",3373,"OA","NPT","715130","541",0,50,0,3.459807,4.04612,0
"OBS",2018,,"6/30/2018",,,"M",3373,"OA","NPT","715202","541",0,50,0,8.2291456,8.52917,0
"ELLR",2018,4600890,"8/31/2018","8/31/2018","KOD","S",2010,"OA","PTR","525702","630",0.600847745878080957,40,0.0403066212,14.7516403386,14.9069241725,0.600847745878080957
"OBS",2018,,"8/11/2018",,,"CP",34017,"A80","NPT","795230","542",0,50,0,24.9277446,25.4065,0
"OBS",2018,,"10/27/2018",,,"CP",2733,"CDQ","NPT","725201","541",0,50,0,25.1606322,25.611,0
"OBS",2018,,"8/4/2018",,,"CP",4635,"A80","NPT","725201","541",0,50,0,6.3048546,6.90765,0
"OBS",2018,,"8/4/2018",,,"CP",34017,"A80","NPT","855200","543",0,50,0,2.3648328,2.5872,0
"OBS",2018,,"10/20/2018",,,"CP",4092,"A80","NPT","725201","541",0,50,0,25.7306355,25.99905,0
"OBS",2018,,"8/25/2018",,,"CP",34249,"A80","NPT","845130","543",0,50,0,20.9267487,21.53862,0
"OBS",2018,,"3/31/2018",,,"CP",4635,"A80","NPT","715202","541",0,50,0,24.94835,24.94835,0
"ELLR",2018,4282503,"10/7/2018","10/7/2018","KCO","S",4141,"OA","PTR","605503","610",8.53430152259961729052,40,0.6335627908,13.4703326119,13.4703326119,8.53430152259961729052
"OBS",2018,,"7/14/2018",,,"CP",2123,"OA","PTR","415900","640",0,50,0,9.9443025,10.08401,0
"ELLR",2018,4619232,"10/12/2018","10/13/2018","KOD","S",2142,"OA","PTR","525702","630",20.81923357369377152092,40,0.1541178646,132.4630334033,135.0864393802,20.81923357369377152092
"ELLR",2018,4617732,"10/3/2018","10/4/2018","SPT","S",3474,"OA","PTR","605502","610",9.46850938186761420029,40,0.2045957941,46.26642174,46.2791008169,9.46850938186761420029
"OBS",2018,,"8/18/2018",,,"CP",34249,"A80","NPT","865203","543",4.400275432901211,50,0.1557249741,27.092934,28.25671,4.400275432901211
"OBS",2018,,"2/17/2018",,,"CP",2733,"A80","NPT","795230","542",0,50,0,61.2138187,61.85873,0
"OBS",2018,,"7/21/2018",,,"CP",4093,"OA","NPT","695200","610",0,50,0,12.452433,12.89011,0
"OBS",2018,,"11/3/2018",,,"CP",2733,"CDQ","NPT","725201","541",0,50,0,14.8350312,14.99101,0
"OBS",2018,,"4/28/2018",,,"CP",4093,"A80","NPT","725201","541",0,50,0,26.98314,26.98314,0
"OBS",2018,,"6/30/2018",,,"CP",1879,"OA","NPT","555630","620",0,50,0,10.563761,10.78548,0
"OBS",2018,,"9/1/2018",,,"CP",4092,"A80","NPT","795230","542",0,50,0,10.672749,10.86506,0
"OBS",2018,,"9/1/2018",,,"CP",4093,"A80","NPT","795230","542",0,50,0,9.60186,9.65752,0
"OBS",2018,,"6/16/2018",,,"CP",34249,"A80","NPT","705232","541",0,50,0,23.0186286,23.60766,0
"OBS",2018,,"2/17/2018",,,"CP",3423,"A80","NPT","725201","541",0,50,0,36.83421,36.83421,0
"OBS",2018,,"9/1/2018",,,"CP",2800,"OA","NPT","655330","610",0,50,0,22.429,22.46075,0
"ELLR",2018,3995116,"2/14/2018","2/14/2018","IFP","S",1846,"OA","NPT","635400","610",0,40,0,8.3479510054,9.2841049219,0
"OBS",2018,,"6/30/2018",,,"CP",3835,"A80","NPT","855200","543",0,50,0,23.6108,24.06317,0
"OBS",2018,,"10/27/2018",,,"CP",34017,"A80","NPT","725201","541",0,50,0,24.9913521,25.65586,0
"ELLR",2018,4619820,"10/16/2018","10/17/2018","KOD","S",1116,"OA","PTR","515700","630",0.970174231742669436,50,0.0072774378,131.9627210192,133.31261062,0.970174231742669436
"OBS",2018,,"3/17/2018",,,"CP",2134,"A80","NPT","795230","542",0,50,0,40.9812567,41.831,0
"OBS",2018,,"9/1/2018",,,"CP",34017,"A80","NPT","715202","541",0,50,0,14.8699881,15.08373,0
"ELLR",2018,4617783,"10/6/2018","10/6/2018","DUT","S",4628,"OA","PTR","655330","610",0,50,0,22.3593822867,22.3593822867,0
"OBS",2018,,"7/7/2018",,,"CP",3835,"A80","NPT","895230","543",0,50,0,17.312,17.312,0
"OBS",2018,,"8/18/2018",,,"CP",4093,"A80","NPT","825201","542",0,50,0,23.25403,24.9069,0
"OBS",2018,,"2/24/2018",,,"CP",3423,"A80","NPT","845202","543",0,50,0,37.82301,37.82301,0
"ELLR",2018,4614443,"9/17/2018","9/19/2018","KOD","S",405,"OA","NPT","525702","630",0,40,0,2.7518523389,3.0849529955,0
"OBS",2018,,"3/3/2018",,,"CP",34017,"A80","NPT","785131","542",0,50,0,10.78632,11.038,0
"OBS",2018,,"8/11/2018",,,"CP",3835,"A80","NPT","735201","541",0,50,0,60.21653,60.21653,0
"ELLR",2018,4002300,"3/19/2018","3/20/2018","KOD","S",519,"OA","PTR","545732","620",1.1050378689835066442,40,0.0080175478,135.8763159876,137.827412639,1.1050378689835066442
"OBS",2018,,"7/21/2018",,,"CP",2123,"OA","PTR","415900","640",0,50,0,3.268675,3.975,0
"ELLR",2018,4624947,"11/26/2018","12/1/2018","KOD","S",4037,"OA","NPT","525702","630",4.06202952408806467488,25,0.1007385872,26.2772114012,40.3224785754,4.06202952408806467488
"OBS",2018,,"4/7/2018",,,"CP",3423,"A80","NPT","725201","541",0,50,0,49.25151,49.35384,0
"OBS",2018,,"7/28/2018",,,"CP",3835,"A80","NPT","825201","542",0,50,0,15.85085,15.85085,0
"OBS",2018,,"7/21/2018",,,"CP",34017,"A80","NPT","845202","543",0,50,0,25.3139325,25.96402,0
"ELLR",2018,3994613,"2/13/2018","2/14/2018","KOD","S",2142,"OA","PTR","525732","630",23.54156838774918818595,40,0.2152939161,108.8390355891,109.3461850395,23.54156838774918818595
"OBS",2018,,"7/28/2018",,,"CP",2123,"OA","NPT","415900","640",0,50,0,2.0286981,3.23039,0
"ELLR",2018,4622024,"10/30/2018","11/1/2018","KOD","S",2142,"RPP","NPT","515700","630",0,50,0,16.3301677058,20.3238772334,0
"OBS",2018,,"3/3/2018",,,"CP",2134,"A80","NPT","715202","541",0,50,0,26.6337711,26.90364,0
"OBS",2018,,"6/30/2018",,,"CP",1879,"OA","NPT","555630","620",0,50,0,22.1572538,22.98839,0
"OBS",2018,,"4/14/2018",,,"CP",4093,"A80","NPT","825201","542",0,50,0,19.93236,20.18746,0
"OBS",2018,,"6/23/2018",,,"CP",2800,"OA","NPT","585502","620",0,50,0,23.361061,35.04893,0
"OBS",2018,,"2/17/2018",,,"CP",3835,"A80","NPT","845202","543",0,50,0,42.6243495,43.04099,0
"OBS",2018,,"11/3/2018",,,"M",11770,"CDQ","NPT","725201","541",0,50,0,15.9102009,16.27475,0
"OBS",2018,,"6/16/2018",,,"CP",34249,"A80","NPT","705232","541",0,50,0,14.694867,15.29933,0
"ELLR",2018,3999104,"3/5/2018","3/7/2018","KOD","S",1043,"OA","PTR","465901","640",0.65542203935556240208,40,0.0050983874,126.113647408,128.5547738792,0.65542203935556240208
"OBS",2018,,"3/10/2018",,,"CP",3835,"A80","NPT","725201","541",0,50,0,26.0481265,26.30144,0
"OBS",2018,,"4/21/2018",,,"CP",367,"OA","NPT","565534","620",0,50,0,22.06315,24.02434,0
"OBS",2018,,"10/27/2018",,,"CP",2733,"CDQ","NPT","715202","541",0,50,0,16.3776888,16.56183,0
"OBS",2018,,"8/25/2018",,,"CP",2800,"OA","NPT","695239","610",0,50,0,21.88764,21.88764,0
"OBS",2018,,"6/23/2018",,,"CP",34249,"A80","NPT","705232","541",0,50,0,13.5936999,14.05687,0
"ELLR",2018,4060197,"10/13/2018","10/13/2018","KCO","S",4141,"OA","PTR","605503","610",7.50347216065294757756,40,0.6335627908,11.8432967807,11.8432967807,7.50347216065294757756
"OBS",2018,,"7/14/2018",,,"CP",2134,"A80","NPT","825132","542",0,50,0,8.5405554,8.63468,0
"ELLR",2018,4605458,"9/3/2018","9/5/2018","KOD","S",993,"OA","PTR","525702","630",8.30832494551329208668,50,0.0722677027,113.7683599516,114.9659479284,8.30832494551329208668
"OBS",2018,,"4/28/2018",,,"CP",3819,"A80","NPT","845202","543",0,50,0,22.4710048,25.31654,0
"OBS",2018,,"7/7/2018",,,"CP",2800,"RPP","NPT","565501","620",0,50,0,14.13542,14.17019,0
"ELLR",2018,3997691,"2/26/2018","3/1/2018","KOD","S",993,"SMO","PTR","476007","649",10.39097215951803895866,25,0.0731607306,140.3841169607,142.0293656761,10.39097215951803895866
"OBS",2018,,"7/14/2018",,,"CP",2134,"A80","NPT","875232","543",0,50,0,23.513985,23.758,0
"OBS",2018,,"8/25/2018",,,"CP",3819,"RPP","NPT","555500","620",0,50,0,48.04578,48.60755,0
"OBS",2018,,"7/14/2018",,,"CP",3819,"OA","NPT","655330","610",2.87916901139455,50,0.0699298438,40.52545,41.17225,2.87916901139455
"OBS",2018,,"4/21/2018",,,"CP",3819,"A80","NPT","845202","543",0,50,0,37.3499246139,39.5561933944,0
"OBS",2018,,"2/10/2018",,,"CP",3835,"A80","NPT","725201","541",0,50,0,45.1669868,45.85474,0
"OBS",2018,,"10/27/2018",,,"CP",34017,"A80","NPT","725201","541",0,50,0,28.7181578,29.19088,0
"OBS",2018,,"3/31/2018",,,"CP",367,"OA","NPT","525702","630",0,50,0,15.01278,15.24635,0
"OBS",2018,,"8/11/2018",,,"CP",4093,"A80","NPT","835200","543",0,50,0,28.520195,44.94595,0
"ELLR",2018,3991795,"1/31/2018","1/31/2018","KOD","S",32761,"OA","PTR","525731","630",0.20786824680781366144,40,0.0587589296,3.5212375682,3.5376452264,0.20786824680781366144
"OBS",2018,,"6/16/2018",,,"CP",2733,"A80","NPT","705232","541",0,50,0,4.953232,5.14607,0
"ELLR",2018,4000407,"3/11/2018","3/13/2018","KOD","S",32645,"OA","PTR","545732","620",1.00916085934160612298,40,0.0088638138,112.2400711793,113.8517665321,1.00916085934160612298
"OBS",2018,,"7/14/2018",,,"CP",4093,"OA","NPT","605400","610",0,50,0,1.8267296,1.88117,0
"OBS",2018,,"11/3/2018",,,"CP",4093,"A80","NPT","725201","541",1.89143965854424,50,0.0780850958,24.16128,24.2228,1.89143965854424
"OBS",2018,,"10/27/2018",,,"CP",4092,"A80","NPT","725201","541",0,50,0,36.4417119,37.6837,0
"OBS",2018,,"8/4/2018",,,"CP",34249,"A80","NPT","795230","542",0,50,0,30.2873094,32.07818,0
"OBS",2018,,"10/27/2018",,,"CP",2733,"CDQ","NPT","715130","541",0,50,0,23.3925615,23.71977,0
"OBS",2018,,"8/18/2018",,,"CP",2800,"OA","NPT","525833","630",0,50,0,27.88226,27.88226,0
"OBS",2018,,"6/23/2018",,,"CP",661,"CDQ","NPT","715202","541",0,50,0,3.2251887,3.33137,0
"OBS",2018,,"8/25/2018",,,"CP",34017,"A80","NPT","725201","541",0,50,0,9.8595783,10.01659,0
"OBS",2018,,"6/16/2018",,,"CP",367,"OA","NPT","505730","630",0,50,0,6.690788,8.37166,0
"ELLR",2018,4606450,"9/5/2018","9/5/2018","KOD","S",1623,"OA","PTR","525702","630",6.46162109317405897216,40,0.0489042554,130.7516293914,132.1279925504,6.46162109317405897216
"OBS",2018,,"7/28/2018",,,"CP",34249,"A80","NPT","825201","542",0,50,0,38.7821566,40.72159,0
"OBS",2018,,"7/21/2018",,,"CP",3835,"A80","NPT","795230","542",0,50,0,31.46054,31.465,0
"ELLR",2018,4617733,"10/4/2018","10/4/2018","SPT","S",5000,"OA","PTR","605431","610",16.17017179673203797185,40,0.2045957941,79.0130692998,79.0347224285,16.17017179673203797185
"ELLR",2018,4620232,"10/18/2018","10/19/2018","KOD","S",1234,"OA","PTR","525630","630",11.23082995013864642559,50,0.0861434367,127.6295531085,130.3735998977,11.23082995013864642559
"ELLR",2018,4624180,"11/19/2018","11/21/2018","KOD","S",4037,"OA","NPT","515700","630",0,40,0,37.4727930885,40.5010133711,0
"OBS",2018,,"8/11/2018",,,"CP",3367,"OA","NPT","645331","610",0,50,0,18.56646,18.754,0
"ELLR",2018,4608574,"9/7/2018","9/8/2018","KOD","S",1234,"OA","PTR","515700","630",7.0019164300221831695,40,0.0489042554,141.6845662855,143.1760155175,7.0019164300221831695
"OBS",2018,,"8/4/2018",,,"CP",4093,"A80","NPT","845130","543",0,50,0,37.9098045,38.50336,0
"OBS",2018,,"5/5/2018",,,"CP",4093,"CDQ","NPT","715130","541",0,50,0,37.39363,37.39363,0
"ELLR",2018,4007095,"4/1/2018","4/2/2018","SPT","S",4614,"OA","NPT","605503","610",15.39195919427469140028,40,0.7205015486,21.3628398498,21.3628398498,15.39195919427469140028
"OBS",2018,,"7/28/2018",,,"CP",2134,"A80","NPT","785131","542",0,50,0,23.6129949,24.10519,0
"ELLR",2018,4599631,"8/30/2018","8/31/2018","SPT","S",4187,"OA","PTR","605503","610",4.0708241474470426604,40,0.0906931465,44.8856865656,44.8856865656,4.0708241474470426604
"OBS",2018,,"8/11/2018",,,"CP",2134,"A80","NPT","795230","542",0,50,0,34.6256658,36.18944,0
"ELLR",2018,3978025,"1/27/2018","1/28/2018","KCO","S",4208,"OA","PTR","605531","610",0,25,0,4.8588814673,4.8588814673,0
"ELLR",2018,4620117,"10/18/2018","10/19/2018","SPT","S",4141,"OA","NPT","605431","610",0,50,0,12.0375104278,13.6889490012,0
"ELLR",2018,4608355,"9/7/2018","9/8/2018","KOD","S",519,"OA","PTR","525702","630",1.9722248049658667513,40,0.0489042554,39.9081906935,40.3282861345,1.9722248049658667513
"ELPR",2018,4618283,"11/3/2018",,,"CP",367,"OA","NPT","525702","630",0,25,0,12.148373943,12.148373943,0
"OBS",2018,,"10/20/2018",,,"CP",4093,"A80","NPT","715130","541",0,50,0,29.69687,29.8167,0
"ELLR",2018,4600555,"8/31/2018","9/1/2018","SPT","S",4144,"OA","PTR","605431","610",2.79485550906233323575,40,0.0906931465,30.8166120255,30.8166120255,2.79485550906233323575
"OBS",2018,,"7/21/2018",,,"CP",34017,"A80","NPT","855200","543",0,50,0,27.64955,27.65586,0
"ELLR",2018,4043574,"5/26/2018","5/27/2018","KOD","S",1571,"RPP","NPT","495730","630",0,50,0,8.5814370094,8.696614262,0
"ELLR",2018,4001737,"3/18/2018","3/19/2018","KOD","S",4989,"OA","PTR","545732","620",1.09394160013979585396,40,0.0080175478,134.5119101387,136.4434147982,1.09394160013979585396
"OBS",2018,,"2/17/2018",,,"CP",3423,"A80","NPT","745206","541",0,50,0,15.779,15.779,0
"ELPR",2018,4239917,"10/13/2018",,,"CP",367,"OA","NPT","525702","630",0,25,0,13.7005349384,14.2722600397,0
"OBS",2018,,"2/10/2018",,,"CP",3835,"A80","NPT","725201","541",0,50,0,22.6773303,22.93585,0
"OBS",2018,,"8/4/2018",,,"CP",3423,"A80","NPT","825201","542",0,50,0,35.28008,35.7012,0
"ELLR",2018,4619176,"10/11/2018","10/12/2018","KOD","S",5137,"OA","PTR","515730","630",8.09833545637825866794,40,0.1541178646,51.5259159888,52.5463772639,8.09833545637825866794
"OBS",2018,,"6/30/2018",,,"CP",3835,"A80","NPT","815131","542",0,50,0,40.48929,40.50962,0
"OBS",2018,,"9/15/2018",,,"CP",4093,"A80","NPT","795230","542",0,50,0,17.31135,17.34342,0
"OBS",2018,,"10/27/2018",,,"CP",4092,"A80","NPT","725201","541",0,50,0,20.6622504,20.91916,0
"ELLR",2018,3994648,"2/11/2018","2/13/2018","KOD","S",405,"OA","PTR","535802","630",0.5855914732147632501,40,0.2152939161,2.707347707,2.719962941,0.5855914732147632501
